game_id,moves
38,1 27 29 57 47 19 21 40 39 50 44 16 15 51 52 25 7 11 12 7 16 42 51 49 13 18 27 8 6 34 50 41 57 10 20 17 7 29 30 32 31 44 29 39 38 29 23 33 41 20 14 13 27 26 27 47 32 3 4 48 46 12 13 41 62 43 45 9 41 35 36 32 47 45 38 47 53 51 44 31 38 36 37 46 37 44 37 16 23 30 23 6 13 4 13 7 13 14 24 49 42 2 42 41 25 37 46 53 59 27 59 62 59 50 59 25 24 46 39 0
39,1 3 5 57 47 11 13 40 38 13 14 32 30 18 11 17 32 35 36 49 31 27 29 38 37 19 21 24 23 11 4 31 4 10 4 23 22 50 35 41 57 35 20 30 21 42 35 33 40 4 21 49 33 5 6 22 29 36 29 32 49 34 50 25 39 21 36 49 55 26 27 55 45 42 26 33 32 6 7 16 15 35 21 64 63 29 30 9 33 59 60 45 30 36 30 47 30 20 30 40 22 2 18 39 30 21 30 22 30 27 30 32 30 26 30 33 30 18 25 57 64 25 24 48 47 24 8 30 14 8 16 64 55 50 42 14 11 16 17 11 3 17 15 63 62 51 52 3 2 42 51 2 5 15 39 55 48 39 15 48 55 15 31 55 46 31 32 56 54 7 8 37 36 51 44 36 43 44 43 46 39 32 16 5 4 16 15 39 38 15 14 38 39 14 15 39 46 8 9 4 9 52 53 46 55 53 62 55 56 62 63 56 55 15 13 55 63 60 61 54 61 13 61 63 54 61 58 47 46 58 10 46 45 10 18 45 44 43 44 9 3 18 10 3 19 10 2 19 11 2 18 11 3 18 10 3 19 10 2 19 11 2 18 11 3 0
40,1 35 37 24 23 27 29 32 30 37 30 23 30 19 21 57 47 10 20 17 23 50 44 25 39 21 22 56 55 42 14 49 56 44 38 39 32 14 23 32 23 11 13 47 32 38 44 8 7 3 5 41 57 34 50 40 38 18 54 48 47 54 61 38 37 44 34 16 14 5 14 7 14 34 19 33 24 61 52 24 16 26 27 47 46 52 31 9 2 42 2 49 9 27 18 57 48 2 4 9 7 18 2 7 4 2 4 48 39 4 6 32 15 22 15 39 31 20 14 31 32 14 8 32 39 6 22 23 32 59 61 56 47 51 52 47 33 8 14 16 15 14 20 15 22 13 22 33 6 20 10 32 14 10 4 14 28 19 36 6 13 4 19 13 20 50 51 64 63 43 45 37 44 51 44 28 37 44 35 55 54 61 54 63 54 35 26 46 45 52 45 54 45 36 53 37 44 26 18 44 53 0
41,1 35 37 24 22 50 44 17 23 27 29 22 29 44 29 40 38 29 14 57 47 10 20 32 31 18 54 8 7 14 4 16 14 20 30 49 40 54 47 40 47 19 21 23 29 21 14 25 39 30 47 56 47 26 27 41 57 42 28 7 14 34 50 33 6 27 63 6 33 4 14 29 14 28 14 57 65 3 5 49 57 43 45 31 30 45 38 47 38 14 23 33 15 50 58 15 23 63 47 57 56 47 38 30 29 38 29 65 57 11 13 56 53 42 34 9 5 2 18 23 32 29 38 5 13 18 24 32 27 34 50 27 51 50 51 13 10 24 18 10 18 0
42,1 19 21 40 38 51 52 57 47 42 51 32 30 21 30 47 30 10 20 30 47 27 28 64 63 50 44 17 23 34 50 49 22 3 4 8 6 18 27 41 57 2 18 49 41 20 5 22 8 5 22 8 22 18 22 38 37 28 37 47 37 22 19 25 46 27 36 33 47 26 18 6 5 19 21 37 31 21 22 46 37 42 26 9 7 22 62 37 55 62 61 31 46 61 45 47 40 36 22 40 39 51 60 23 38 44 29 46 29 60 39 29 35 50 51 35 18 39 30 18 28 0
43,1 35 37 40 39 27 29 32 30 37 38 24 22 19 20 17 23 50 44 25 32 3 4 33 15 11 13 22 29 20 29 8 7 10 20 23 8 42 28 8 14 20 5 15 24 18 11 9 25 34 50 57 40 2 18 24 33 5 22 40 55 22 16 25 18 26 18 33 15 16 22 49 22 29 22 15 16 59 61 55 40 18 54 41 49 61 62 64 63 54 36 40 23 36 45 49 40 45 61 40 49 44 29 14 29 11 29 7 6 13 14 23 29 61 29 16 17 22 23 32 25 14 15 0
44,1 19 21 40 39 10 20 32 30 27 29 57 47 50 44 49 40 51 52 41 57 42 51 24 23 34 50 16 15 44 27 25 7 11 12 15 14 35 37 14 21 12 21 30 21 37 38 47 30 27 37 17 32 26 5 7 14 20 14 32 15 5 7 23 14 7 14 21 20 14 28 9 25 3 4 15 21 37 20 30 20 28 20 21 38 20 12 38 23 29 30 39 30 12 30 23 29 18 36 40 47 2 26 33 30 51 30 29 35 50 51 35 20 26 27 49 33 30 44 33 27 36 27 25 33 27 36 8 7 42 18 56 55 59 61 64 62 18 19 20 14 4 5 14 29 19 24 29 44 51 44 33 31 24 16 57 56 16 15 31 15 36 15 47 38 44 37 56 47 43 45 38 11 5 6 47 39 37 44 48 46 15 36 39 30 36 15 11 20 15 33 30 21 44 51 21 14 33 24 20 6 24 38 6 13 38 2 7 6 52 53 14 21 53 46 55 46 51 44 13 20 2 11 20 11 44 35 6 5 35 44 5 4 44 51 4 3 51 44 3 2 44 51 2 4 0
45,1 35 37 32 30 37 30 33 30 10 20 30 33 27 29 57 47 50 44 25 53 59 60 53 44 26 44 24 23 18 36 40 39 34 18 49 13 20 37 47 37 44 37 33 30 37 30 23 30 19 21 30 21 42 21 17 32 18 10 32 15 21 12 41 25 29 30 39 30 36 15 8 15 12 30 33 32 30 37 32 26 58 26 56 55 37 30 65 33 30 16 25 24 26 33 24 33 16 30 33 40 10 19 48 47 19 28 55 54 28 21 13 34 43 44 64 62 51 53 62 61 21 14 34 43 14 23 43 29 11 13 40 33 3 5 33 25 5 6 15 6 13 6 25 17 6 7 17 8 30 21 29 38 23 30 38 45 30 39 45 27 39 46 27 45 46 47 45 27 47 46 27 45 46 47 45 27 47 46 27 45 46 47 0
46,1 35 37 24 22 50 44 17 23 27 29 22 29 44 29 40 38 29 14 32 31 10 20 8 7 20 30 7 14 18 36 9 17 42 14 25 39 19 20 57 47 36 15 33 25 30 24 41 32 43 44 49 40 24 30 40 33 15 36 32 41 3 5 41 49 34 50 39 30 37 30 23 40 20 21 40 46 36 43 64 62 11 13 62 61 5 6 61 60 51 52 38 37 2 4 56 55 42 34 37 44 4 44 47 53 34 41 49 56 43 29 53 38 52 53 65 41 53 46 41 57 21 22 33 47 44 52 25 46 14 35 46 37 22 31 37 29 26 29 38 44 52 44 47 29 50 42 17 33 35 21 33 31 42 35 57 65 35 28 29 38 13 14 38 59 6 7 16 7 14 7 59 38 7 8 60 59 44 42 65 9 28 37 48 47 21 14 9 8 14 23 8 4 42 10 4 60 10 58 56 63 23 16 31 15 30 31 15 31 0
47,1 50 44 32 30 35 36 40 39 19 21 57 47 27 29 16 15 21 30 39 30 44 38 25 16 10 20 49 31 42 28 41 57 20 14 31 40 34 50 24 22 26 44 17 23 28 19 23 13 19 46 56 55 46 10 49 41 18 27 13 23 44 45 8 7 38 23 16 23 14 20 22 21 42 34 15 14 3 4 7 6 59 60 14 13 4 13 6 13 2 9 33 9 20 35 9 5 36 37 30 37 45 52 23 14 29 30 21 20 11 20 14 35 30 31 40 49 52 54 49 31 54 47 31 38 47 54 13 20 34 35 5 26 35 34 26 27 54 27 20 27 34 26 38 45 50 42 48 46 42 35 41 25 10 3 57 56 3 30 25 22 51 52 22 30 52 45 56 63 43 44 37 44 35 44 63 62 60 61 30 28 44 35 28 60 35 27 62 61 26 50 60 44 27 35 44 45 35 28 45 53 50 58 61 52 58 64 55 54 64 48 53 45 48 40 54 53 40 34 52 51 34 2 53 52 28 36 45 37 36 28 51 43 2 3 43 44 3 2 52 51 28 19 44 43 19 28 51 50 2 50 43 50 28 19 37 36 19 26 46 45 26 27 50 43 27 19 43 34 19 11 34 27 11 10 27 20 10 18 36 34 0
48,1 50 44 57 47 27 29 40 39 19 21 16 15 35 36 25 16 42 28 49 40 34 50 41 57 10 20 32 30 26 35 17 32 11 12 47 37 18 11 48 46 21 30 39 30 28 7 16 7 35 7 24 23 2 18 40 31 20 37 46 37 44 38 31 38 29 38 32 22 7 35 33 32 11 4 22 28 4 49 28 18 42 18 9 49 35 19 23 22 18 26 49 33 43 45 37 44 51 44 32 39 44 45 39 53 50 43 30 29 19 21 57 65 26 28 29 36 43 36 53 60 36 37 60 51 37 36 51 50 36 44 50 58 44 36 58 34 36 44 34 42 44 36 42 50 36 44 50 58 44 36 58 50 0
49,1 27 29 57 47 19 20 32 31 50 44 17 32 18 54 64 63 54 47 32 47 10 27 56 55 35 37 49 56 42 28 41 57 26 35 24 22 34 50 22 29 20 29 25 53 59 60 53 44 27 44 47 32 37 38 31 38 29 38 32 22 28 21 40 39 2 18 33 15 42 26 49 33 11 12 8 6 35 36 15 13 60 61 6 5 61 62 55 54 26 33 9 33 44 54 63 54 36 54 13 27 54 27 33 27 21 42 22 28 18 25 56 49 25 33 27 3 33 28 5 4 28 33 3 11 33 9 4 3 50 59 11 10 9 3 10 42 59 52 49 22 3 9 57 56 43 44 42 10 9 25 16 15 52 53 10 12 51 52 12 13 53 54 13 12 62 63 56 64 54 47 12 44 47 54 44 52 54 61 52 55 61 62 55 63 62 53 63 55 53 45 64 56 45 37 55 53 37 44 53 29 25 23 56 55 23 24 55 46 24 48 46 38 48 16 29 28 44 35 28 12 35 27 12 14 27 19 38 30 16 64 30 23 64 65 23 31 65 25 14 13 25 65 13 53 65 33 31 38 33 57 53 57 19 12 57 33 12 21 38 45 21 14 39 38 14 23 38 37 23 24 33 27 24 16 37 36 16 23 36 35 23 14 35 34 14 23 27 31 23 16 34 10 16 7 10 13 7 16 13 14 16 24 31 32 24 25 14 23 0
50,1 35 37 57 47 37 38 47 30 27 29 32 31 19 21 30 15 43 45 31 38 45 38 17 23 18 36 25 46 50 44 40 39 10 20 46 53 42 35 33 32 34 50 41 25 44 54 53 35 20 35 15 21 36 43 48 47 38 47 56 47 54 44 49 63 26 12 21 15 42 26 15 30 35 20 65 57 20 37 16 15 12 14 25 17 37 22 32 41 26 34 33 31 43 52 63 45 22 39 45 52 39 24 52 59 44 59 41 55 24 7 17 16 34 35 23 29 7 22 16 9 14 7 29 35 7 35 15 22 2 26 57 41 35 44 55 37 44 4 41 57 4 5 0
51,1 50 44 32 30 51 52 17 23 42 51 40 38 27 29 38 37 44 38 23 38 29 38 24 23 19 21 25 39 10 20 49 13 34 50 13 20 11 20 57 40 18 4 64 62 2 10 33 32 21 30 23 30 20 21 30 21 26 32 39 32 10 16 41 25 42 10 40 23 51 37 32 41 4 31 65 63 16 24 0
52,1 19 21 40 39 51 52 32 30 42 51 57 47 50 44 49 40 34 50 41 57 11 12 24 22 18 11 30 29 35 36 17 23 36 29 22 29 42 34 49 41 27 28 9 17 44 38 23 38 34 38 16 15 3 5 8 6 10 4 40 22 4 14 25 16 51 16 17 16 26 44 16 40 2 34 47 32 38 37 39 38 44 35 22 13 34 26 32 22 37 61 22 12 35 62 64 63 61 53 57 65 11 18 12 18 26 18 13 27 18 42 27 54 53 37 48 46 37 35 38 37 59 61 37 28 35 40 54 40 62 46 28 27 46 28 40 13 50 51 41 34 43 45 27 26 0
53,1 50 44 57 47 19 21 40 39 51 52 32 30 42 51 30 21 26 5 17 32 5 21 24 22 21 12 49 31 27 28 41 57 34 50 9 17 3 5 16 15 10 20 8 7 18 54 64 63 54 47 32 47 44 27 25 16 51 16 17 16 12 21 33 9 27 37 47 37 21 37 31 40 42 26 49 33 28 29 22 29 26 29 33 29 37 29 40 22 29 37 16 17 37 9 17 9 2 26 9 8 20 37 22 40 52 53 15 14 11 12 14 5 12 5 8 16 35 36 16 13 43 44 13 5 26 32 40 49 59 61 7 6 50 51 5 3 51 52 6 5 32 33 48 46 53 46 39 46 37 31 5 4 31 46 3 35 33 9 4 3 52 45 57 48 9 8 48 55 8 7 55 64 61 62 35 51 7 8 49 13 46 61 51 54 61 46 54 51 46 61 51 54 61 46 54 50 8 3 50 54 3 8 13 22 36 37 22 8 37 38 8 17 45 37 54 50 38 39 50 34 37 29 34 39 46 36 17 8 29 30 39 36 44 45 36 44 30 37 44 42 37 46 64 57 46 53 57 48 45 46 8 17 46 47 42 45 53 52 45 47 52 53 48 39 53 60 39 46 60 61 46 45 61 60 47 46 60 51 46 54 51 42 17 8 42 35 45 37 35 27 54 51 27 20 8 29 20 21 51 19 21 14 37 30 14 7 19 11 7 6 30 22 6 5 22 21 5 6 29 22 6 7 11 10 7 6 10 2 0
54,1 35 37 40 39 27 29 32 30 10 27 8 7 51 52 24 22 42 51 22 29 37 30 39 30 50 35 17 23 34 50 57 47 27 44 49 40 35 29 41 57 42 34 49 41 19 20 25 53 18 36 23 38 59 60 53 62 52 53 38 44 29 44 62 55 26 29 9 25 2 26 55 37 29 27 33 6 3 4 6 5 44 29 37 51 50 51 47 37 27 19 5 32 43 44 37 31 36 45 31 21 34 35 40 47 35 41 25 41 29 46 56 55 46 52 47 38 45 18 38 52 51 52 32 31 18 45 31 23 11 12 21 4 19 28 4 14 28 30 23 30 26 30 14 20 30 32 20 35 52 43 35 45 32 16 41 35 43 42 35 11 16 15 45 60 15 7 11 12 42 51 60 45 51 52 55 54 7 6 64 63 6 46 12 15 52 43 15 11 43 42 57 56 46 38 45 60 38 35 11 35 42 35 60 45 35 36 56 47 36 37 47 39 37 29 48 47 29 36 45 55 36 37 55 38 37 36 39 30 44 45 38 53 36 44 47 46 45 54 63 54 44 52 30 38 52 44 53 47 44 52 54 53 52 51 46 45 51 43 38 37 43 51 45 44 51 43 37 45 43 42 53 52 42 50 47 53 50 42 52 51 42 50 53 38 50 43 38 28 43 50 45 36 50 59 44 43 59 60 36 35 60 61 43 42 61 62 51 50 62 63 42 60 0
55,1 11 12 40 38 18 11 17 23 35 36 32 31 27 29 57 47 50 44 56 55 29 38 31 38 26 33 41 33 44 38 23 38 11 38 49 13 19 20 13 40 42 21 65 49 34 50 47 32 42 26 24 23 38 56 49 57 56 63 33 41 10 27 32 38 21 35 55 54 43 45 38 53 35 53 25 53 27 44 48 47 45 54 47 54 59 61 54 61 50 43 57 55 63 45 40 47 2 18 9 33 20 21 33 26 18 26 55 56 26 31 47 40 31 63 53 44 43 44 41 48 63 62 40 47 62 6 8 7 12 13 47 20 3 4 48 39 6 62 20 47 13 14 23 14 21 14 7 14 62 14 56 32 44 37 32 27 14 16 27 51 16 64 51 3 64 8 61 60 8 64 3 4 64 60 4 5 37 44 5 4 60 63 39 46 63 62 46 55 62 14 47 40 14 15 55 46 15 14 46 39 14 38 39 47 38 14 47 39 14 15 39 46 15 14 46 39 0
56,1 35 37 24 22 50 44 32 31 27 29 22 29 44 29 57 47 10 20 56 55 51 52 49 56 42 51 41 57 34 50 17 7 59 60 7 22 42 34 8 7 3 5 33 24 5 6 25 32 20 30 24 33 30 15 9 17 11 13 22 39 18 11 47 41 29 39 32 39 11 56 41 56 19 21 48 47 26 29 39 48 34 26 33 24 2 18 17 33 43 45 40 38 29 36 47 46 15 30 48 30 37 30 38 45 36 45 56 62 45 54 46 45 52 45 49 46 54 53 33 49 21 22 62 45 51 37 46 54 50 59 54 53 60 53 24 40 37 44 40 61 0
57,1 35 37 24 22 50 44 32 31 27 29 22 29 44 29 57 47 10 20 8 7 18 36 40 38 29 44 49 40 42 21 41 57 34 50 25 39 21 39 48 39 20 5 47 53 26 28 16 14 5 15 53 36 28 36 9 8 15 30 8 16 36 27 33 41 30 40 41 40 42 26 16 15 59 60 40 16 27 13 16 24 13 12 49 41 3 5 14 5 12 5 41 25 11 12 24 19 44 54 19 23 2 18 23 41 18 24 15 23 24 23 41 23 5 13 31 30 13 40 23 41 40 41 25 41 37 30 39 30 26 30 64 63 54 37 17 23 30 31 23 29 31 7 29 12 60 61 41 25 37 31 12 22 7 6 25 23 31 46 23 24 50 42 57 49 51 53 49 48 42 35 48 39 6 14 39 30 46 36 30 23 14 6 38 37 36 46 23 30 35 36 24 16 36 45 16 12 46 36 30 29 45 52 12 16 61 62 16 24 36 46 29 30 52 61 24 16 46 36 30 29 6 9 22 39 61 52 16 24 36 46 29 30 9 4 39 54 46 36 30 38 4 6 38 39 36 46 24 32 52 51 54 44 46 52 44 54 52 42 32 48 42 27 48 24 6 54 63 54 27 37 24 21 37 54 39 47 54 64 47 40 43 44 21 5 51 60 5 2 60 61 40 48 64 54 48 40 54 37 40 48 61 52 48 39 52 45 39 48 37 31 48 47 31 46 2 5 45 52 47 48 44 45 5 4 52 61 4 5 61 54 5 6 54 61 6 5 61 54 5 6 62 63 56 63 54 63 6 46 53 46 48 47 63 62 47 46 62 61 46 45 0
58,1 35 37 24 22 10 20 17 23 43 45 40 38 50 44 38 45 42 21 56 54 27 29 22 29 44 29 49 56 29 46 56 38 59 61 32 31 61 54 25 46 37 46 33 54 51 53 57 47 20 30 41 25 30 47 38 47 21 48 23 38 48 39 25 17 58 42 54 61 34 27 38 53 19 20 53 36 42 58 61 54 26 44 36 46 27 19 47 38 58 62 46 61 44 16 17 16 62 54 61 44 39 30 16 24 30 44 64 62 18 27 62 61 2 58 38 47 54 55 47 38 55 53 61 60 27 45 33 49 45 38 31 38 53 52 60 59 20 21 49 45 44 30 24 31 52 51 45 61 19 27 8 6 11 12 31 22 51 52 22 29 52 28 29 22 3 4 61 45 27 20 45 61 12 13 6 13 4 13 22 31 28 52 31 40 52 44 40 31 44 47 31 40 47 39 40 32 39 38 61 60 20 27 60 4 38 35 4 3 27 36 3 4 36 29 65 61 29 22 61 65 13 14 4 8 30 23 32 24 14 15 24 33 15 8 33 24 8 9 65 9 23 9 24 17 58 59 17 8 59 64 8 17 35 41 0
59,1 27 29 57 47 19 21 40 39 10 20 49 13 3 4 13 20 11 20 41 57 43 44 32 30 21 30 39 30 35 36 16 15 42 28 24 22 50 35 25 7 28 7 17 7 26 28 7 24 36 37 30 37 44 37 22 29 20 29 49 41 18 54 64 63 54 61 56 54 34 50 54 61 37 38 41 38 42 47 38 35 47 55 57 49 2 42 35 34 42 34 48 55 28 55 33 29 50 58 29 45 55 28 49 57 34 42 45 54 28 31 54 56 59 60 9 41 31 45 24 39 45 61 41 49 42 34 39 45 61 43 57 65 34 42 45 55 43 35 49 42 35 42 55 61 42 35 56 51 35 51 61 51 58 51 65 56 51 44 56 47 44 45 15 14 45 37 8 6 0
60,1 19 21 40 39 51 52 32 30 42 51 57 47 50 44 30 21 34 50 17 32 26 19 8 7 3 5 24 22 19 21 16 14 21 19 25 16 27 28 49 40 10 20 33 15 18 45 41 57 42 26 9 25 5 14 7 14 19 12 14 13 20 10 16 30 12 19 22 21 10 27 47 53 28 29 53 47 35 37 30 16 45 36 47 53 27 21 53 36 43 36 15 14 44 27 13 12 19 28 49 33 2 18 32 22 28 20 22 5 20 12 14 12 27 12 16 7 12 27 40 13 18 2 7 14 51 42 14 41 37 38 25 17 42 28 13 49 2 3 5 22 28 35 22 12 27 12 17 12 26 28 12 17 50 43 64 63 28 20 49 13 20 19 33 25 3 8 13 49 35 28 17 13 43 35 41 14 11 12 13 12 35 27 49 13 27 35 12 10 8 3 10 58 35 44 14 23 28 37 58 42 44 35 23 37 35 42 37 28 42 43 28 19 3 19 13 49 43 35 56 54 35 28 57 56 21 31 25 9 19 24 49 31 38 31 9 33 31 32 56 49 28 37 49 40 29 30 33 32 24 32 40 32 30 39 32 39 52 53 48 47 59 60 39 31 37 46 31 40 36 37 40 48 37 38 47 38 46 38 48 40 38 46 40 48 46 38 48 40 38 46 40 48 46 38 0
61,1 50 44 32 31 27 29 57 47 51 52 56 55 42 51 49 56 34 50 41 57 10 20 24 23 35 37 33 24 37 38 31 38 44 38 47 32 38 44 32 15 18 45 24 33 26 35 17 32 2 26 32 47 59 60 25 39 42 34 49 41 11 12 8 6 3 5 39 46 52 53 46 25 44 38 47 30 20 30 15 30 45 27 48 47 38 44 16 15 19 21 30 13 27 13 6 13 29 30 23 30 44 29 25 16 29 39 33 17 51 30 16 30 26 30 56 63 35 44 63 27 34 35 27 20 50 51 9 6 30 6 15 6 44 30 17 9 39 24 9 30 21 30 41 25 35 40 20 38 24 39 25 20 40 56 57 65 56 8 65 57 8 6 20 12 6 14 12 11 5 6 38 20 30 31 57 48 31 32 11 27 32 33 0
62,1 19 21 57 47 10 20 40 39 35 37 24 22 20 30 39 30 37 38 47 57 21 30 32 31 27 29 22 29 38 39 48 39 30 39 25 39 50 44 17 23 42 14 33 6 18 27 6 15 3 5 8 7 14 28 57 47 26 35 41 25 35 39 25 17 34 50 33 41 39 46 23 38 5 6 15 22 42 18 22 30 44 38 30 38 46 44 38 39 18 19 49 40 2 18 39 30 44 52 41 25 59 60 56 55 28 21 30 46 11 12 47 37 52 28 46 43 50 58 43 46 58 50 40 61 27 34 61 54 18 26 54 36 50 59 65 41 28 35 46 38 51 52 38 52 34 52 37 52 59 52 36 45 52 45 41 49 45 52 25 41 52 59 41 35 19 35 17 24 21 28 24 23 26 34 31 30 35 40 49 43 59 52 43 48 12 13 48 47 34 39 47 39 40 39 23 24 39 47 16 15 47 48 24 23 6 15 23 15 48 47 15 16 47 48 16 15 48 64 7 6 13 6 15 6 64 56 6 13 52 45 13 20 45 38 20 28 56 55 28 20 55 31 29 28 31 30 28 27 30 27 0
63,1 35 37 56 55 27 29 49 56 10 20 32 31 43 45 24 23 50 44 16 14 3 4 17 32 18 36 8 7 42 28 25 16 34 50 57 47 37 38 47 53 36 27 41 57 38 39 48 39 44 54 56 29 50 58 53 43 42 43 29 43 54 64 32 47 64 49 33 49 28 55 49 56 45 46 39 46 55 46 23 22 46 60 57 65 26 35 43 29 2 42 9 57 42 45 56 55 45 61 65 56 27 63 56 48 60 39 48 41 39 57 55 57 63 45 41 32 45 52 57 55 20 26 47 37 35 53 55 53 61 53 29 47 52 34 31 30 59 61 32 39 61 62 39 46 53 57 30 29 62 63 37 54 34 61 16 30 57 33 40 39 61 54 47 33 63 64 33 54 64 65 0
64,1 19 21 40 38 51 52 57 47 42 51 24 23 27 29 38 37 10 20 32 30 21 30 23 30 18 54 49 13 2 18 17 23 50 60 64 63 54 45 56 54 45 38 13 20 18 20 23 38 29 38 47 53 26 29 48 47 38 47 53 47 34 50 41 57 43 44 33 15 29 15 8 15 3 4 37 44 35 44 25 46 52 53 46 55 44 45 47 53 51 30 55 48 30 48 49 48 45 54 48 42 50 42 9 49 42 50 63 62 20 12 49 33 12 15 33 26 50 51 26 27 51 52 27 28 52 61 53 59 15 16 59 42 54 55 42 27 60 54 28 30 54 39 27 44 61 52 44 38 16 17 30 33 17 33 0
65,1 35 37 24 22 50 44 32 31 27 29 22 29 44 29 57 47 10 20 8 7 18 54 17 32 43 45 33 24 26 35 40 38 29 46 64 63 45 38 31 38 54 27 32 22 46 36 25 39 36 30 47 30 20 30 39 30 37 30 49 31 11 13 22 5 19 21 16 15 35 26 24 32 42 35 7 6 3 4 41 57 34 50 49 25 26 12 48 46 12 60 25 49 35 28 56 55 60 63 32 56 2 10 56 63 27 63 49 25 51 53 38 37 28 19 5 20 10 12 20 35 50 51 35 29 12 20 6 13 4 13 31 13 20 52 9 3 53 46 3 19 51 58 29 44 52 55 57 48 63 45 25 65 55 51 19 51 58 51 65 57 45 52 13 31 42 10 31 52 59 52 44 29 10 15 37 36 15 10 57 25 10 34 36 35 51 43 25 21 52 53 48 47 0
66,1 50 44 57 47 27 29 32 30 51 52 25 46 19 21 24 23 42 51 40 39 10 20 64 63 34 50 33 15 11 12 49 40 44 38 41 57 18 36 49 33 21 22 15 7 12 13 16 15 3 5 7 16 13 14 8 7 26 12 15 22 29 22 7 14 5 14 9 2 42 2 47 32 14 15 32 22 12 4 22 7 4 5 33 25 59 61 40 47 43 45 46 64 36 43 47 40 35 37 40 22 43 22 7 22 5 8 48 47 20 5 47 38 5 22 16 48 15 16 25 49 8 15 38 45 2 9 45 52 22 28 30 37 15 8 37 28 9 17 48 43 8 43 52 43 50 42 49 17 51 23 28 27 23 44 64 19 42 43 27 26 44 26 19 26 43 36 17 16 36 29 16 13 29 38 13 61 38 31 61 53 31 40 63 62 40 31 62 61 31 40 61 60 40 31 60 59 31 40 59 58 40 41 58 30 0
67,1 27 29 57 47 50 44 40 39 19 21 32 30 51 52 49 40 42 51 41 57 34 50 30 21 26 19 8 7 3 5 25 32 44 38 32 23 38 23 17 23 35 36 23 6 10 27 9 17 27 21 6 21 19 21 7 6 18 27 24 23 42 18 33 15 18 19 49 33 2 10 47 30 19 18 30 13 27 20 17 9 59 61 15 7 51 42 7 21 42 21 13 30 20 34 40 13 21 30 13 34 30 23 16 23 18 34 9 17 34 18 17 15 18 22 33 9 50 42 64 63 42 35 9 17 22 6 15 11 10 11 17 11 35 44 11 3 6 7 56 54 61 54 63 54 44 53 3 43 7 23 43 3 23 7 3 4 36 37 57 56 53 54 4 52 54 45 52 28 45 38 56 49 29 30 39 30 37 30 49 40 7 8 40 41 5 6 48 46 6 7 28 4 38 46 41 33 46 39 33 25 30 31 25 17 8 16 17 9 16 15 4 36 39 32 9 8 15 23 8 17 7 8 17 8 32 24 0
68,1 27 29 57 47 50 44 24 23 19 21 32 30 35 36 33 15 26 19 56 55 42 28 49 56 10 20 41 57 34 50 17 7 3 4 23 22 42 34 30 21 28 21 22 29 36 29 25 46 19 12 40 39 59 60 7 24 12 15 8 15 51 53 46 19 18 27 47 30 2 18 30 20 18 19 20 30 21 12 64 63 34 18 24 14 12 21 14 24 21 3 24 14 3 21 14 24 21 35 24 41 44 38 41 47 35 44 55 54 50 51 49 33 51 42 47 41 42 35 41 47 35 42 33 41 42 50 9 17 38 21 41 33 4 5 56 49 50 51 17 25 11 12 57 56 51 42 25 17 18 2 17 25 19 18 25 9 42 51 49 40 18 26 9 7 51 42 47 41 44 35 41 24 2 18 40 47 27 34 47 40 18 19 40 47 19 18 56 49 34 27 49 56 21 36 7 8 36 30 24 30 27 36 8 9 42 51 33 31 35 14 9 65 14 42 65 33 51 44 30 13 18 24 33 17 42 14 13 30 24 18 17 33 14 42 30 13 18 24 33 17 42 14 13 30 24 21 17 65 21 18 65 33 26 27 33 65 27 19 31 33 18 58 63 62 19 18 33 31 14 21 30 13 58 26 62 53 60 53 65 33 26 58 13 23 44 51 23 6 58 26 6 21 12 21 33 9 29 30 9 5 30 39 31 39 26 32 47 40 18 19 40 22 36 54 39 37 43 44 5 21 19 21 37 21 32 16 56 55 54 33 21 13 53 54 13 29 33 47 29 27 51 60 22 31 16 15 55 62 15 11 27 11 47 11 62 54 44 45 0
69,1 50 44 32 30 51 52 25 53 42 51 17 32 59 60 53 44 51 44 40 39 27 28 24 23 34 50 49 31 35 37 57 40 44 51 33 24 43 45 30 37 28 37 39 38 10 20 48 47 18 36 31 22 36 22 32 22 26 35 22 39 35 43 41 57 20 5 39 29 19 20 29 39 45 46 39 54 60 61 54 48 5 22 48 33 42 26 16 15 26 32 24 25 32 40 15 22 2 26 33 48 43 22 25 7 51 42 7 3 42 21 3 11 26 32 11 10 50 59 10 37 21 48 57 65 48 21 37 19 59 50 19 18 50 43 18 19 43 50 19 18 21 42 49 57 20 21 9 17 22 43 17 11 43 44 11 10 61 62 64 63 32 8 18 21 44 36 21 42 0
70,1 27 29 16 14 19 20 25 16 10 27 40 39 35 37 8 7 3 5 14 13 20 21 32 31 11 12 7 6 18 11 57 47 42 28 24 22 29 30 39 38 50 35 56 55 43 45 17 32 27 44 47 53 26 27 49 63 59 60 53 47 51 53 63 56 45 38 31 38 44 38 41 57 38 32 47 32 11 56 57 56 27 11 33 47 11 47 56 47 58 42 47 56 35 50 32 38 34 27 64 62 53 62 49 65 62 55 48 55 2 34 9 41 34 36 16 25 36 52 41 49 50 44 25 60 44 38 60 42 38 55 49 43 27 36 65 49 55 49 0
