game_id,moves
71,1 35 37 40 38 50 44 17 23 42 21 57 47 27 28 49 22 34 50 32 31 18 36 22 15 10 27 23 6 21 14 24 23 14 5 15 36 43 36 16 14 5 12 6 12 3 12 41 57 26 34 56 55 59 60 57 56 12 13 8 6 13 6 9 6 34 61 6 2 42 2 33 15 28 29 49 41 2 42 15 33 11 13 64 63 29 38 31 38 27 12 25 39 12 22 39 21 42 43 33 31 51 53 41 9 53 54 63 54 61 54 9 2 50 51 31 26 54 38 26 58 51 52 21 39 22 39 48 39 52 61 2 42 38 24 56 63 24 45 63 56 44 54 42 43 54 39 56 57 45 43 58 37 39 45 37 46 43 52 57 48 52 54 46 19 54 38 19 43 61 54 43 52 54 63 52 61 45 62 61 62 38 62 47 62 36 37 48 47 37 38 47 38 63 55 62 45 55 54 45 60 54 53 60 43 53 44 43 26 44 35 26 20 35 28 20 3 28 19 3 13 19 12 38 31 12 20 31 24 20 13 24 15 13 20 23 22 20 12 22 21 12 20 15 22 20 11 14 13 11 19 21 20 0
72,1 35 37 40 39 50 44 32 30 10 20 30 29 20 35 24 22 19 20 57 47 20 29 47 37 35 20 37 47 29 22 49 22 27 29 22 40 42 28 17 23 34 50 23 13 28 10 13 30 44 38 25 32 42 34 9 25 26 35 30 20 11 20 25 20 18 11 20 24 29 30 47 30 38 32 24 32 11 56 65 57 56 38 40 31 10 64 31 38 64 57 38 2 34 2 30 47 57 48 41 48 2 34 32 31 51 53 33 57 59 60 57 54 35 44 31 32 34 10 16 15 10 13 48 40 13 45 32 26 50 51 26 27 44 36 54 30 51 52 27 26 45 44 30 31 52 51 26 29 53 54 47 62 60 61 62 45 51 52 45 30 44 45 30 36 43 36 29 45 36 45 0
73,1 50 44 57 47 27 29 40 39 19 21 49 13 10 27 41 57 3 4 13 40 35 37 32 31 42 28 17 32 34 50 39 38 29 30 8 6 11 12 47 62 51 52 32 22 28 19 25 60 42 34 56 55 2 10 48 46 12 13 6 13 4 13 22 37 27 37 46 37 19 37 33 32 44 54 40 54 18 54 62 47 54 47 49 47 43 44 60 46 26 35 9 49 34 42 32 5 35 36 46 37 36 37 16 15 50 51 57 56 42 43 49 48 59 61 64 62 13 14 5 4 10 34 4 20 34 36 20 18 36 34 18 20 34 36 20 18 36 34 18 20 0
74,1 35 37 40 38 50 44 17 23 27 29 38 29 44 29 57 47 29 23 16 23 10 27 49 22 42 28 41 57 34 50 49 41 27 12 22 15 42 34 32 31 18 54 64 63 54 61 8 6 3 5 25 39 19 20 9 17 12 29 15 29 20 29 17 11 37 38 31 38 29 38 11 13 61 47 56 47 26 62 33 28 38 47 28 55 62 6 13 53 51 52 55 47 6 24 41 25 24 15 39 30 15 36 23 22 5 6 22 21 6 7 21 20 7 8 20 19 2 6 30 9 6 22 25 22 36 22 47 44 34 41 57 64 22 19 53 55 41 9 44 9 19 24 55 47 24 17 9 44 17 10 64 56 10 3 44 9 0
75,1 19 21 16 15 10 20 25 16 35 37 40 39 27 28 49 13 18 27 57 40 51 52 41 57 42 51 48 46 50 35 17 23 34 50 33 41 37 46 40 46 28 29 9 17 3 4 13 31 29 30 23 38 11 12 39 30 20 30 57 65 27 20 41 48 35 45 17 41 26 19 24 23 30 13 16 25 2 26 31 24 13 28 38 28 19 28 24 45 52 45 46 61 28 52 61 46 52 54 41 39 50 58 39 55 54 62 32 31 26 34 55 63 62 48 0
76,1 35 37 40 39 27 29 32 30 37 38 24 22 19 20 16 15 3 5 33 32 5 6 25 7 42 7 17 7 6 15 8 15 26 35 22 21 11 13 7 24 2 9 24 9 35 3 9 24 3 8 57 40 8 17 40 25 18 54 49 40 54 40 41 40 50 44 32 23 13 14 24 14 34 50 65 33 0
77,1 50 44 32 30 35 37 30 37 44 54 40 38 27 28 37 28 42 28 17 23 34 50 49 40 54 44 40 31 10 20 64 63 3 4 57 47 11 13 41 57 18 11 25 53 59 60 53 62 42 34 23 29 51 53 47 53 60 53 62 53 28 35 53 46 35 28 46 53 28 35 29 35 26 35 33 47 50 51 8 6 35 36 53 39 44 38 49 41 51 50 47 46 36 37 46 54 37 51 54 51 50 51 31 38 34 38 39 60 51 60 41 38 2 26 38 41 26 29 9 33 29 21 6 13 4 13 41 34 60 51 24 23 13 14 34 39 14 15 23 22 20 5 33 30 21 53 56 54 53 52 30 46 52 20 39 35 5 22 46 43 51 50 43 51 50 42 35 19 20 19 51 19 11 29 19 21 29 36 21 22 36 22 48 46 42 51 57 48 51 44 48 56 22 43 56 47 43 50 63 62 50 29 47 48 29 36 46 45 36 22 48 47 22 31 47 39 31 4 39 47 4 31 47 46 31 40 54 53 44 43 45 44 40 33 46 38 43 36 38 46 36 43 46 45 33 61 45 37 61 54 37 28 54 61 28 21 61 33 21 22 43 36 22 14 36 43 14 23 43 36 23 30 36 43 30 37 33 54 37 38 54 33 38 45 33 61 45 38 61 33 38 31 33 61 31 23 61 33 23 31 33 47 31 23 47 33 23 32 33 61 32 39 61 33 39 32 33 61 32 31 43 36 31 23 61 33 23 32 33 61 32 31 61 33 31 22 36 43 22 29 33 47 29 30 47 33 30 38 43 36 38 31 36 43 31 22 43 52 22 14 52 43 14 21 33 40 21 29 40 61 29 28 61 47 28 21 47 40 21 29 40 47 29 28 47 33 28 20 33 54 20 12 54 33 12 13 33 54 13 22 54 33 22 30 33 40 30 39 40 61 39 32 43 36 32 31 36 43 31 39 43 52 39 46 52 43 46 45 61 52 45 37 0
78,1 35 37 24 23 19 21 32 30 21 30 23 30 37 30 57 47 26 5 25 32 5 12 33 15 42 21 15 12 21 12 17 7 27 29 9 25 10 20 7 13 50 44 13 28 34 35 28 18 2 18 8 7 44 38 56 55 38 32 41 32 43 44 49 56 35 28 65 33 20 37 47 62 37 22 32 41 22 16 25 18 58 18 33 17 12 5 41 49 51 52 56 63 18 24 62 47 5 23 63 18 11 12 18 4 16 22 17 33 28 21 7 6 24 8 4 13 3 4 13 4 8 6 4 18 12 13 18 27 6 9 33 9 23 9 47 41 22 37 27 34 21 22 48 46 37 54 41 31 9 23 64 63 54 39 49 48 13 14 34 6 14 15 6 15 22 15 48 47 15 22 55 54 44 45 54 53 22 13 31 37 13 21 37 27 21 28 27 44 39 22 44 59 22 16 59 42 30 31 40 31 16 31 42 52 28 36 63 62 31 21 62 61 21 38 52 42 36 43 42 27 29 30 27 37 43 36 37 31 23 32 31 37 38 53 46 53 36 37 53 52 32 60 47 40 45 46 40 31 37 45 31 40 45 53 52 51 60 51 40 47 51 60 47 48 53 61 48 40 61 53 40 47 53 45 47 48 0
79,1 19 21 40 39 10 20 32 30 27 29 57 47 50 44 17 32 51 52 24 23 42 51 49 31 34 50 41 57 44 27 39 38 21 30 23 30 29 38 31 38 20 30 47 30 51 30 32 22 30 51 33 40 27 21 49 33 26 19 38 47 18 36 25 39 2 18 33 25 19 27 25 33 27 13 9 25 11 12 16 15 42 26 33 26 18 26 40 24 36 45 24 40 51 44 64 63 59 61 25 33 13 34 39 21 12 21 33 26 34 26 47 38 45 38 40 38 26 33 57 64 44 30 38 35 30 48 35 34 50 51 34 37 51 59 63 62 48 57 64 55 33 54 0
80,1 19 21 8 6 51 52 56 55 42 51 49 56 50 44 57 47 34 50 41 57 10 20 32 31 3 4 40 38 2 10 17 23 11 13 6 13 4 13 25 46 27 28 38 37 44 61 37 28 61 46 28 35 26 35 55 46 13 14 23 29 35 28 47 32 18 36 32 38 28 29 38 44 51 44 56 29 36 29 9 4 44 51 49 41 20 30 41 39 30 45 39 38 51 16 4 5 42 18 64 63 45 28 38 37 16 37 46 37 28 45 57 64 45 30 64 55 14 15 24 15 10 15 55 46 18 26 63 62 30 36 46 55 21 22 48 47 15 31 33 40 29 47 0
81,1 35 37 24 22 10 20 17 23 43 45 32 31 50 44 40 39 42 14 25 32 34 50 8 7 14 23 32 23 45 46 57 47 46 39 48 39 44 54 33 32 42 47 56 47 26 62 41 40 62 48 40 33 48 47 33 24 47 65 49 56 65 9 56 29 50 58 0
82,1 35 37 56 55 10 20 49 56 43 45 24 23 50 44 32 30 27 28 30 37 20 37 57 47 37 47 56 47 51 52 25 53 42 51 41 57 34 50 33 15 50 58 17 32 19 20 32 22 28 29 22 39 26 12 15 12 3 12 49 33 44 38 53 46 18 36 39 24 52 53 46 39 12 13 24 30 36 27 30 15 2 34 47 38 45 38 39 53 27 54 33 32 59 61 53 39 58 59 8 6 13 6 9 6 34 2 6 2 42 2 57 56 2 8 48 47 54 45 15 30 51 30 39 30 59 52 64 63 52 43 55 54 61 54 63 54 45 36 56 55 8 9 55 46 9 49 16 14 36 27 32 8 49 41 47 38 29 38 54 53 27 36 8 3 36 18 3 2 18 36 2 10 41 40 10 11 43 42 46 37 36 29 37 44 42 34 53 52 38 39 11 35 34 26 30 12 26 18 12 39 40 41 52 51 41 49 44 37 49 47 39 30 47 55 37 28 55 52 28 21 18 26 35 3 26 18 14 13 29 38 3 2 18 11 51 50 0
83,1 43 45 57 47 50 44 32 30 11 12 25 46 18 11 24 23 51 52 17 32 42 51 40 39 34 50 49 31 35 36 41 57 27 28 64 63 10 27 49 41 44 38 33 15 26 35 31 38 45 38 47 53 28 29 32 38 29 38 53 36 42 46 39 46 50 58 36 51 58 51 30 29 27 44 9 33 35 28 56 55 2 34 23 22 59 61 15 23 51 43 16 14 11 18 57 56 61 62 22 21 28 27 55 54 44 54 63 54 27 54 56 64 54 46 64 65 18 54 29 28 54 47 23 47 46 47 65 57 62 63 0
84,1 50 44 57 47 27 29 56 55 18 45 49 56 35 36 41 57 59 60 32 31 42 21 17 32 34 50 33 41 45 59 40 38 19 20 38 37 44 27 31 30 21 35 24 23 59 31 41 39 31 49 56 49 20 21 32 15 26 12 55 54 42 18 64 62 21 30 15 30 10 20 54 53 20 30 47 30 60 61 53 52 43 52 49 31 27 42 39 55 35 21 25 39 21 30 39 30 12 19 9 41 18 26 57 64 26 27 31 52 42 52 55 52 19 20 52 61 27 43 61 54 2 42 62 61 43 46 54 52 20 34 41 57 46 62 64 55 62 61 52 54 34 43 48 46 61 45 30 39 43 61 55 47 61 54 57 54 50 43 47 40 42 58 39 3 58 2 3 30 2 8 23 22 29 22 40 32 11 13 32 23 8 9 23 14 9 33 30 23 33 29 54 62 43 52 62 54 52 59 54 62 59 52 62 54 52 60 54 62 45 61 62 54 51 52 14 5 61 63 5 12 13 14 0
85,1 27 29 57 47 19 21 40 39 10 20 49 13 18 27 32 30 35 36 41 57 50 44 24 22 21 30 47 30 20 30 13 27 26 27 33 30 29 22 30 22 2 18 22 15 42 28 17 23 34 50 39 38 28 37 49 41 27 19 64 63 37 23 16 23 19 23 25 7 23 15 8 15 42 34 48 47 3 4 41 33 34 26 33 26 18 26 9 25 59 61 25 19 26 27 19 23 50 59 57 48 51 53 48 39 59 52 23 18 27 33 18 19 11 13 7 25 44 27 39 40 33 65 25 53 52 53 19 27 43 45 27 28 45 38 47 38 36 37 28 4 65 17 4 36 53 46 36 60 17 16 40 49 16 15 60 61 15 17 49 48 17 16 48 49 13 14 61 45 46 38 45 42 38 39 42 47 39 38 47 42 14 15 63 62 16 24 0
86,1 27 29 57 47 50 44 56 55 10 20 32 31 35 37 49 56 18 54 24 23 26 27 64 63 54 45 16 14 42 28 25 16 59 60 8 7 3 5 14 13 20 35 23 22 37 38 31 38 29 38 47 30 38 39 48 46 45 38 30 47 35 45 17 23 45 55 23 38 55 38 33 31 28 46 47 30 46 55 41 49 38 32 49 57 55 48 57 64 27 28 0
87,1 27 29 32 30 19 20 57 47 50 44 24 23 18 45 40 39 35 36 49 31 45 52 31 52 59 52 17 32 10 27 64 63 42 28 16 15 36 37 30 37 27 37 47 37 28 37 25 16 26 5 33 24 34 18 32 47 37 19 8 7 5 13 41 25 44 38 23 22 13 21 22 29 21 24 25 24 38 48 29 28 19 28 16 51 48 33 51 58 33 39 24 31 28 21 58 30 21 30 47 30 39 45 65 49 26 30 31 23 30 27 56 54 45 39 49 47 39 29 23 24 52 53 15 14 29 46 63 62 43 44 62 53 44 53 47 39 27 51 39 37 18 27 37 45 27 36 24 23 46 29 23 30 29 44 45 37 36 28 37 45 44 54 45 42 54 37 42 26 37 27 30 39 53 54 39 48 54 55 48 56 28 19 26 34 27 44 34 36 44 29 36 38 11 13 38 30 29 39 56 47 55 56 47 39 56 57 39 31 51 55 0
88,1 19 21 40 38 10 20 17 23 50 44 48 46 51 52 57 47 27 29 38 37 44 61 56 55 18 54 49 56 35 36 41 57 61 51 64 63 54 47 56 47 51 45 57 56 59 61 23 40 26 12 32 31 42 35 24 23 52 53 8 7 53 46 25 46 34 18 16 14 21 22 31 30 26 50 56 64 12 26 7 6 35 53 33 32 53 46 32 46 20 35 6 5 35 52 46 32 50 51 49 57 18 10 40 46 61 62 55 54 45 55 46 40 55 40 47 40 26 19 9 49 58 50 49 44 52 37 30 37 19 37 32 46 37 46 44 46 43 45 57 49 45 54 40 54 36 37 46 43 29 30 23 30 37 30 14 13 51 43 49 43 50 26 54 47 30 31 43 11 10 18 13 12 3 12 5 12 0
89,1 35 37 24 23 27 29 32 30 37 38 25 46 19 21 40 39 3 4 17 32 10 20 57 40 21 22 48 47 43 45 46 55 50 44 40 46 42 35 47 38 45 38 46 61 34 50 49 40 44 61 40 61 18 36 61 54 26 27 54 36 27 36 65 49 11 13 8 7 4 5 33 61 51 52 61 40 13 14 49 42 2 42 7 14 5 14 55 46 14 15 9 4 36 27 46 60 27 11 4 20 11 20 60 42 35 42 40 54 50 43 64 62 20 36 54 46 43 51 56 54 42 35 62 61 35 62 41 40 52 53 46 19 51 60 19 37 36 54 40 49 54 33 0
90,1 35 37 40 38 50 44 17 23 42 14 8 7 14 5 32 31 19 20 48 46 5 19 46 37 19 37 57 47 37 23 16 23 27 29 38 37 44 27 31 30 43 44 37 44 27 44 49 31 34 50 41 57 18 54 33 41 10 27 41 55 26 35 25 53 2 34 9 41 35 26 47 37 54 61 55 62 59 60 37 27 34 41 49 41 60 53 27 44 26 44 62 55 44 46 55 46 53 46 64 62 50 43 57 48 42 34 7 6 34 41 48 41 43 44 41 48 51 53 62 53 44 53 6 5 3 4 23 22 61 43 22 29 43 29 24 22 29 36 31 40 53 45 48 47 36 43 40 31 45 53 31 40 43 61 47 48 61 52 48 41 52 38 40 49 53 54 41 48 54 45 49 40 38 24 40 47 24 31 47 40 31 24 48 47 24 38 47 48 38 24 0
91,1 35 37 40 38 50 44 17 23 42 14 56 55 27 29 38 29 19 20 49 56 20 29 57 40 18 54 8 7 14 5 16 14 5 12 64 63 54 40 33 40 34 50 41 57 42 34 32 31 10 20 25 16 29 30 23 38 44 29 49 41 2 18 9 25 43 45 38 32 29 23 16 23 30 23 32 22 20 30 40 61 51 52 61 33 30 20 56 20 18 20 22 12 26 12 33 47 12 30 41 40 34 35 25 41 20 4 55 54 4 44 47 39 30 39 40 39 44 36 48 46 37 38 31 38 36 38 39 38 45 38 41 39 50 43 57 48 35 27 39 38 27 32 38 40 32 24 40 24 0
92,1 35 37 40 39 27 28 32 30 26 35 57 47 50 44 17 23 19 20 30 37 28 37 39 38 51 52 8 6 42 51 49 22 34 50 41 57 10 27 33 40 27 21 16 15 44 27 25 7 42 34 9 33 35 44 40 39 11 12 39 53 51 42 53 44 27 44 47 53 21 36 7 42 36 53 42 60 53 38 23 38 44 38 49 41 38 44 33 28 18 36 28 20 36 22 20 22 2 18 22 18 34 18 41 37 18 24 48 47 24 21 37 35 21 61 60 32 50 42 35 3 61 29 32 14 42 34 3 35 34 42 35 11 0
93,1 11 12 32 30 50 44 24 23 18 11 25 46 35 36 57 47 19 21 40 39 51 52 17 32 42 51 64 63 34 50 49 40 27 28 41 57 26 35 8 6 3 4 46 64 42 26 33 15 10 27 32 22 2 10 64 28 35 34 28 10 26 10 22 28 34 26 28 11 10 11 40 4 11 3 4 40 44 38 49 33 26 19 15 24 27 44 40 31 38 28 30 21 12 21 31 40 21 22 47 30 3 5 40 47 44 29 56 55 59 61 47 38 19 12 38 56 50 59 39 38 29 35 30 40 5 3 24 32 35 18 63 62 51 37 56 47 59 51 57 56 18 35 40 46 35 20 46 61 52 61 32 53 51 42 47 61 3 5 48 46 37 51 38 37 28 45 56 63 51 60 53 44 60 51 44 43 0
94,1 19 21 40 38 10 20 49 13 20 30 8 6 50 44 57 47 30 13 6 13 44 38 41 57 27 29 49 41 35 36 17 23 38 23 32 23 42 35 47 37 34 50 9 6 43 44 37 31 36 37 6 62 18 45 33 47 45 52 47 63 26 18 63 55 18 27 23 22 29 22 62 22 27 13 16 15 42 26 64 62 11 12 62 61 52 45 31 37 35 28 55 47 45 36 37 20 36 22 20 26 2 26 15 22 13 22 61 60 22 24 60 51 28 37 25 60 24 52 41 37 52 60 37 35 60 25 57 64 25 60 64 57 21 22 35 3 22 23 3 19 60 32 47 44 32 33 57 64 33 28 44 28 26 28 19 23 50 51 23 15 51 52 48 47 52 45 64 55 45 37 15 13 37 30 13 14 30 21 14 38 12 13 38 37 21 20 37 39 28 52 55 48 20 21 39 23 21 30 23 39 52 56 48 56 30 39 56 55 13 14 47 46 14 15 46 45 15 16 45 44 16 17 44 43 17 10 55 54 10 42 54 45 42 43 45 54 59 60 54 62 43 52 62 63 52 53 63 64 53 54 64 65 54 55 0
95,1 27 29 57 47 18 45 32 30 35 36 24 22 50 44 33 15 10 20 22 21 2 10 15 6 42 35 16 14 3 4 47 37 34 50 37 20 11 20 40 39 44 38 49 4 36 37 25 16 10 2 6 20 37 30 16 30 35 62 41 57 62 48 49 48 38 48 17 32 48 38 32 38 45 38 4 49 43 45 20 36 42 43 8 6 26 53 56 55 59 61 6 5 61 62 36 37 50 59 37 46 53 46 55 46 51 53 46 53 2 50 5 4 45 46 57 48 46 39 48 39 43 47 39 32 0
96,1 27 29 57 47 50 44 24 22 18 45 22 29 45 17 9 17 26 29 16 15 35 37 25 16 10 20 40 39 37 38 49 22 29 45 47 30 20 30 16 30 19 21 30 44 45 44 22 13 34 26 33 24 3 4 13 22 44 37 22 43 42 28 24 22 26 19 43 29 58 34 48 46 38 47 29 47 11 13 22 29 37 29 47 29 2 26 29 47 28 37 17 33 26 28 41 40 34 26 47 38 59 60 32 31 28 44 33 49 26 42 49 47 13 14 64 62 4 5 62 61 19 28 65 62 28 19 62 54 44 43 38 29 43 45 54 52 45 47 29 47 37 44 52 54 42 34 47 38 19 28 54 46 34 37 56 54 37 35 46 49 35 34 49 25 44 23 25 49 23 44 40 47 34 42 47 56 44 35 49 33 35 44 38 45 44 53 56 47 42 34 45 38 34 42 47 40 28 37 38 45 42 26 40 47 26 28 33 25 28 20 31 30 37 28 45 38 20 18 25 33 21 22 15 22 18 22 38 31 22 23 39 38 5 6 47 40 14 15 8 15 6 15 33 17 53 46 17 9 15 16 9 17 46 25 0
97,1 35 37 32 31 27 29 57 47 10 20 40 38 50 44 17 32 42 21 49 40 34 50 41 57 3 5 24 23 26 35 8 6 42 26 33 24 59 60 38 29 44 29 49 41 29 46 40 49 43 45 32 22 46 52 47 37 52 37 22 37 20 37 25 46 37 47 56 47 35 43 31 30 21 28 46 37 18 36 49 31 36 29 24 40 43 61 31 22 28 37 30 37 61 53 57 65 53 46 22 29 26 29 37 36 2 34 9 33 29 33 41 33 50 59 33 31 34 35 31 39 59 52 40 13 11 12 16 14 5 14 23 14 52 44 6 5 35 36 39 36 44 36 13 34 36 44 34 26 44 52 5 4 46 47 65 57 47 54 57 49 54 22 49 41 22 4 26 19 4 9 41 40 9 16 40 49 16 14 19 55 52 44 55 10 14 21 10 42 21 42 49 56 42 21 48 47 12 13 56 55 13 14 47 46 14 15 64 62 15 16 62 61 16 17 55 62 17 38 0
98,1 35 37 40 38 50 44 17 23 42 14 57 47 27 28 49 22 14 23 32 23 34 50 47 32 10 27 41 57 27 21 49 41 18 27 48 47 44 61 56 55 50 58 32 15 21 6 22 49 3 5 15 32 51 53 32 22 61 51 33 32 43 44 41 40 42 43 40 48 59 61 22 39 6 21 16 14 21 36 25 16 44 45 39 45 51 45 38 45 43 45 8 7 26 35 23 22 27 20 49 56 5 14 7 14 2 42 9 49 58 50 14 13 20 34 16 25 11 12 56 63 45 44 63 36 35 36 32 53 44 52 53 62 34 43 25 53 36 22 62 61 22 13 49 41 13 29 64 62 29 30 41 38 30 33 57 64 52 51 61 54 43 29 38 39 42 2 39 31 33 41 31 32 12 13 32 40 41 17 54 45 2 9 45 18 50 59 18 45 59 50 45 18 50 59 18 45 59 50 0
99,1 27 29 57 47 19 21 24 23 10 20 32 30 35 36 40 39 50 44 17 32 42 35 49 31 34 50 30 21 3 5 41 57 44 27 39 38 27 21 31 24 11 12 38 29 26 29 32 15 18 4 33 29 36 29 49 33 2 26 15 30 20 30 47 30 35 44 25 46 44 30 23 30 21 36 46 55 26 18 24 45 18 20 64 62 42 18 57 64 51 52 45 36 20 36 9 25 36 20 25 20 18 20 33 32 43 44 16 15 50 43 55 46 20 23 48 47 59 61 64 55 4 31 55 48 31 45 32 16 12 13 46 32 23 24 16 24 45 24 32 5 24 17 0
100,1 50 44 24 22 51 52 57 47 42 51 17 23 34 50 40 38 35 37 32 31 27 28 56 55 18 36 49 56 10 27 47 53 27 21 53 36 43 36 16 14 21 27 25 39 3 5 14 13 11 12 41 57 26 35 64 63 42 43 9 25 2 42 48 46 37 46 55 46 44 61 33 54 51 60 23 40 36 37 40 23 27 44 54 62 37 46 39 46 60 46 49 46 61 46 62 46 35 37 46 37 28 37 23 29 44 29 22 29 50 51 56 47 43 47 0
101,1 35 37 32 30 37 30 24 23 30 23 17 23 50 44 57 47 27 29 25 53 19 20 40 38 18 36 38 29 20 29 49 13 10 20 53 44 26 44 23 29 36 29 33 29 42 14 41 49 34 50 13 20 11 20 29 30 44 35 56 55 42 26 30 54 14 21 49 56 35 40 65 49 2 10 54 45 10 13 47 53 40 61 55 54 61 52 45 52 59 52 53 38 21 30 9 25 13 16 25 20 16 8 20 19 3 5 38 53 30 12 19 43 26 42 43 11 12 48 53 36 48 39 56 55 42 49 11 51 50 58 51 35 39 46 36 46 8 7 55 62 49 46 62 53 46 42 53 52 42 50 52 44 7 63 54 53 63 64 53 52 64 48 44 37 50 52 35 34 58 51 34 2 52 53 37 38 51 52 38 39 48 45 2 4 52 61 4 5 61 54 5 45 53 45 39 38 54 53 38 30 53 46 30 23 45 29 23 22 46 38 22 23 29 30 23 15 38 31 15 16 30 14 16 25 14 15 0
102,1 50 44 32 31 27 29 56 55 51 52 49 56 42 51 40 39 34 50 57 40 19 21 17 32 10 20 8 7 35 37 16 15 18 36 25 16 26 19 64 63 2 26 41 57 42 34 55 54 29 30 40 55 44 29 33 40 11 12 9 41 51 60 56 29 36 29 32 38 19 35 16 25 35 62 57 64 34 42 54 53 29 36 53 60 36 63 64 57 43 45 38 32 45 46 55 38 46 47 32 47 62 54 38 55 42 47 39 38 26 42 57 64 54 62 64 57 63 54 40 32 54 63 32 53 62 53 25 53 63 49 41 49 50 43 57 56 43 36 53 32 12 13 55 45 47 45 38 45 52 45 56 47 42 50 7 6 3 4 6 13 4 13 49 9 36 29 9 4 37 38 47 40 50 34 4 12 38 31 40 31 20 37 31 40 37 27 0
103,1 27 29 57 47 19 21 56 55 10 20 49 56 35 37 41 57 42 35 32 31 18 54 24 22 29 30 64 63 54 36 40 39 59 61 39 30 37 30 49 41 61 62 33 6 62 55 47 37 55 48 57 48 36 27 37 20 11 20 56 20 27 20 6 20 34 42 48 56 2 10 25 46 10 16 17 32 16 12 20 47 12 52 56 49 50 44 32 38 44 38 41 38 26 27 9 17 52 12 17 12 3 12 49 56 51 52 46 37 58 61 38 46 61 45 46 45 52 45 47 2 35 26 37 44 42 34 56 47 27 28 2 26 28 26 44 26 34 26 47 46 26 35 46 45 43 44 8 6 35 43 63 62 43 51 62 61 51 60 45 44 60 61 44 36 61 54 36 28 54 47 28 20 47 39 20 12 39 31 6 5 31 22 5 4 30 31 4 3 31 32 3 2 32 33 2 4 22 30 4 13 33 54 13 21 30 38 21 22 38 47 22 54 47 54 0
104,1 3 5 32 30 59 61 40 38 5 6 57 47 61 62 8 7 35 36 64 63 27 28 24 22 50 44 17 23 11 13 22 13 18 11 49 31 10 27 25 53 42 35 53 62 36 37 62 44 35 44 30 29 27 21 31 24 11 18 23 6 2 6 24 6 21 38 6 24 38 21 33 40 34 50 41 57 37 38 47 32 44 16 9 8 16 30 32 38 42 34 40 47 26 62 38 21 30 21 7 6 18 27 24 45 27 45 47 45 62 22 45 24 22 29 6 5 34 38 5 4 38 22 24 33 29 2 33 47 2 3 8 40 51 53 47 44 0
105,1 19 21 57 47 51 52 40 38 42 51 24 23 27 29 38 29 26 29 17 7 50 44 49 22 29 38 22 40 34 50 41 57 42 26 7 24 10 20 8 6 18 45 24 39 45 36 49 41 59 60 40 13 38 46 33 40 46 19 39 22 36 29 22 37 20 37 47 37 3 4 13 22 29 22 40 22 26 29 32 30 35 36 37 47 2 26 16 14 11 12 14 21 12 21 22 4 21 30 23 30 29 45 25 32 44 54 41 25 19 27 64 63 54 48 57 48 27 30 32 39 30 16 48 57 45 47 56 47 16 15 4 12 15 31 25 33 0
106,1 27 29 32 30 50 44 57 47 19 21 24 23 35 36 25 46 10 20 40 39 44 61 46 55 42 35 17 32 18 27 30 21 61 55 64 55 35 21 49 40 34 50 41 57 26 44 16 14 21 28 14 13 20 37 23 22 2 18 47 37 28 37 9 17 42 26 33 15 44 35 49 33 27 34 17 25 29 22 32 22 37 44 8 6 11 12 33 26 18 26 25 33 26 33 15 33 35 19 33 31 51 52 48 46 59 61 22 28 34 27 40 47 44 35 28 22 27 34 22 37 35 44 47 20 34 20 31 23 44 37 46 37 50 42 13 20 42 34 57 48 52 53 23 24 3 4 24 22 19 18 48 47 4 5 22 13 18 19 39 38 34 42 55 54 61 62 47 39 42 35 39 40 35 34 13 22 34 35 22 23 35 34 40 39 19 18 23 25 18 19 25 23 19 18 39 40 18 19 40 48 12 13 6 13 19 12 48 47 12 13 20 19 13 49 47 39 49 57 39 40 57 56 40 33 56 49 33 24 49 40 24 25 40 49 25 24 49 40 24 15 40 13 15 8 13 6 8 16 6 13 16 8 13 6 8 16 6 13 16 9 13 6 9 17 6 38 17 8 38 6 8 16 6 13 16 9 13 6 9 16 6 13 16 24 13 40 24 15 40 13 15 24 13 40 24 25 40 49 25 32 49 56 32 33 56 29 33 41 29 38 41 48 38 46 48 41 46 38 41 48 38 46 48 57 46 54 57 49 54 45 49 41 45 38 41 48 38 46 48 41 46 38 41 32 38 56 32 25 56 49 25 16 49 13 16 24 13 40 24 15 40 13 15 8 13 6 8 16 6 13 16 24 13 40 24 15 40 13 15 8 13 6 8 17 6 38 17 25 38 65 25 24 65 56 24 33 56 49 33 32 49 48 32 25 48 49 25 16 49 13 0
107,1 50 44 32 30 27 29 24 22 19 20 17 23 18 45 33 15 26 12 57 47 35 36 22 21 12 19 25 46 19 18 40 39 10 27 64 63 42 35 49 40 11 12 21 12 3 12 41 57 59 60 49 25 18 11 23 13 34 50 46 28 42 34 28 35 34 35 13 28 11 19 28 45 36 45 15 24 45 46 24 20 19 20 25 20 46 39 40 31 39 48 57 48 44 38 48 57 2 34 8 6 51 52 16 14 50 51 31 13 27 44 20 12 34 26 6 5 38 23 47 37 35 36 12 36 43 36 13 20 23 40 57 64 40 30 5 4 44 34 4 3 34 19 3 2 19 2 9 2 30 20 37 20 26 2 14 13 2 8 13 12 8 16 12 11 16 11 0
